"pottery.data" <- 
matrix(c(18.800000000000001, 16.899999999999999, 18.199999999999999, 16.899999999999999, 17.800000000000001, 
	4.5099999999999998, 4.6399999999999997, 1.96, 1.9399999999999999, 2.1099999999999999, 2., 
	2.3700000000000001, 2.0600000000000001, 2.1099999999999999, 1.76, 2.1499999999999999, 1.75, 1.01, 
	0.98999999999999999, 0.97999999999999998, 1., 0.93000000000000005, 0.97999999999999998, 0.94999999999999996,
	0.95999999999999996, 0.93000000000000005, 0.91000000000000003, 0.75, 0.87, 0.85999999999999999, 
	0.93000000000000005, 0.93999999999999995, 0.95999999999999996, 0.97999999999999998, 0.94999999999999996,
	0.97999999999999998, 0.93000000000000005, 0.90000000000000002, 0.79000000000000004, 0.77000000000000002,
	0.81000000000000005, 0.68999999999999995, 0.70999999999999996, 0.66000000000000003, 0.58999999999999997,
	0.65000000000000002, 0.63, 0.68999999999999995, 0.69999999999999996, 0.71999999999999997, 
	0.56000000000000005, 0.58999999999999997, 0.65000000000000002, 1.29, 0.92000000000000004, 
	1.1100000000000001, 1.26, 0.79000000000000004, 0.89000000000000001, 0.91000000000000003, 1.3400000000000001,
	1.04, 0.076999999999999999, 0.067000000000000004, 0.086999999999999994, 0.063, 0.060999999999999999, 
	0.071999999999999995, 0.066000000000000003, 0.071999999999999995, 0.062, 0.055, 0.034000000000000002, 0.055,
	0.080000000000000002, 0.089999999999999997, 0.094, 0.112, 0.081000000000000003, 0.091999999999999998, 
	0.071999999999999995, 0.035000000000000003, 0.067000000000000004, 0.16, 0.14399999999999999, 0.124, 
	0.086999999999999994, 0.10100000000000001, 0.109, 0.14899999999999999, 0.082000000000000003, 
	0.080000000000000002, 0.16300000000000001, 0.159, 0.094, 0.11, 0.085000000000000006, 0.001, 0.001, 0.001,
	0.0060000000000000001, 0.002, 0.001, 0.0060000000000000001, 0.0040000000000000001, 0.0030000000000000001,
	0.0070000000000000001, 0.014999999999999999, 0.017999999999999999, 0.014, 0.019, 0.019, 
	0.017000000000000001, 0.019, 0.017000000000000001, 0.017000000000000001, 0.012, 0.012, 0.016, 0.016, 0.02,
	0.02, 0.019, 0.017999999999999999, 0.023, 0.014999999999999999, 0.017000000000000001, 0.017000000000000001,
	0.019, 0.02, 0.019, 0.0089999999999999993, 0.021000000000000001, 0.01, 0.017000000000000001, 
	0.014999999999999999, 0.016, 0.017000000000000001, 0.014999999999999999, 0.017000000000000001, 
	0.014999999999999999, 0.012999999999999999, 0.014, 0.014, 0.016, 0.021999999999999999, 0.016, 
	0.012999999999999999, 0.019, 0.012999999999999999, 0.014999999999999999, 0.017999999999999999)
, nrow = 45, ncol = 9
,  dimnames = list(character(0)
, c("AL2O3", "FE2O3", "MGO", "CAO", "NA2O", "K2O", "TIO2", "MNO", "BAO")
)
)

